City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
464,Mangan,IN,68.97,overcast clouds,27.5167,88.5333,Hotel Mout View
465,Gat,IL,74.8,few clouds,31.61,34.7642,OlusHome
468,Margate,GB,56.03,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
470,Stanita,RO,63.84,overcast clouds,47.0167,27.1,MOLFANESTI
471,Aksu,CN,55.42,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
472,Te Anau,NZ,45.09,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
475,Mangrol,IN,79.02,clear sky,21.1167,70.1167,Hotel The Royal Honours
476,Vanimo,PG,76.69,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
482,Necochea,AR,57.04,light rain,-38.5473,-58.7368,dyd -mar Hotel
483,Mersing,MY,78.51,overcast clouds,2.4312,103.8405,Timotel Hotel
484,Langarud,IR,59.05,clear sky,37.197,50.1535,ستاد اسکان فرهنگیان لنگرود
485,Hirara,JP,75.27,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
486,Michigan City,US,50.41,overcast clouds,41.7075,-86.895,Microtel Inn & Suites by Wyndham Michigan City
487,Podporozhye,RU,40.05,moderate rain,60.9112,34.1706,U Maksimycha
488,San Remo,IT,68.99,scattered clouds,43.8182,7.7612,Royal Hotel Sanremo
490,Jumla,NP,52.95,broken clouds,29.2747,82.1838,Famous bhutuwa corner
494,Millinocket,US,61.41,overcast clouds,45.6573,-68.7098,Katahdin Inn & Suites
495,Faanui,PF,78.01,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
496,Skibbereen,IE,53.4,overcast clouds,51.55,-9.2667,The West Cork Hotel
497,Constitucion,CL,57.83,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
499,Marchena,ES,76.64,clear sky,37.329,-5.4168,GMhotel
500,Mikhaylovka,RU,56.59,clear sky,50.06,43.2379,5 Komnat
502,Bereda,ES,60.01,scattered clouds,43.2686,-7.5406,Pazo de Verdes
504,Vila Franca Do Campo,PT,70.21,clear sky,37.7167,-25.4333,Pestana Bahia Praia
505,Barcelona,ES,70.52,few clouds,41.3888,2.159,Axel Hotel Barcelona
506,Japura,ID,75.0,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
507,Nizhniy Kuranakh,RU,35.55,overcast clouds,58.8353,125.4869,Park Pobedy
508,Dalby,AU,63.99,clear sky,-27.1833,151.2667,Kobbers Motor Inn Dalby
509,Moose Factory,CA,33.55,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
510,Marawi,PH,68.65,light rain,7.9986,124.2928,Derogongan Residence
514,Coquimbo,CL,60.53,few clouds,-29.9533,-71.3436,Punto de encuentro
518,Puerto Del Rosario,ES,76.68,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
519,Kupino,RU,39.2,overcast clouds,54.3663,77.2981,Hotel Sibiria Inn
523,Litomysl,CZ,50.5,clear sky,49.8681,16.313,Hotel Aplaus
524,Nacogdoches,US,76.05,few clouds,31.6002,-94.6335,The Fredonia Hotel & Convention Center
525,Primorsk,UA,56.07,scattered clouds,46.7348,36.3443,Relax
527,Ilek,RU,53.55,broken clouds,51.5271,53.3831,Avtostantsiya
529,Dalvik,IS,38.91,overcast clouds,65.9702,-18.5286,Dalvík HI Hostel
530,Broome,US,53.46,overcast clouds,42.2506,-75.833,Chenango Valley State Park
531,Toba,JP,59.0,few clouds,34.4833,136.85,ホテル アルティア鳥羽
532,Tuyen Quang,VN,64.08,overcast clouds,21.8233,105.2181,Khách Sạn Tuyên Thoa
533,Pafos,CY,75.11,few clouds,34.7667,32.4167,Elysium Hotel
534,Deep River,CA,38.43,scattered clouds,46.1001,-77.4995,Deep River Motel
537,Mestia,GE,43.81,clear sky,43.0458,42.7278,Hotel Villa Mestia
539,Anchorage,US,39.65,overcast clouds,61.2181,-149.9003,Hotel Captain Cook
540,Port Macquarie,AU,60.89,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
543,Krasnoshchekovo,RU,37.4,broken clouds,51.6708,82.7289,Viro гостиница
545,Halifax,CA,71.42,overcast clouds,44.6453,-63.5724,Hotel Halifax
548,Nampula,MZ,78.28,broken clouds,-15.1165,39.2666,BUTIK Hotel
549,Omboue,GA,78.39,overcast clouds,-1.5746,9.2618,Hotel Olako
550,Stornoway,GB,48.16,broken clouds,58.2093,-6.3865,Caladh Inn
551,Kapit,MY,73.15,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
552,Komsomolskiy,UZ,45.82,overcast clouds,40.4272,71.7189,Ikathouse
555,Padang,ID,78.48,overcast clouds,-0.9492,100.3543,Mercure Padang
558,Crotone,IT,65.93,broken clouds,39.0851,17.1178,Helios Hotel
559,Isangel,VU,75.76,broken clouds,-19.55,169.2667,Tanna Lodge
560,Rioblanco,CO,71.96,overcast clouds,3.5308,-75.6806,hotel en tolima colombia
561,Fare,PF,78.93,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
562,Jarocin,PL,51.76,overcast clouds,51.9727,17.5026,Hotel Jarota
564,Bourail,NC,70.56,broken clouds,-21.5667,165.4833,Motel Allamanda
565,Nantucket,US,71.74,broken clouds,41.2835,-70.0995,Jared Coffin House
566,Biloela,AU,68.41,few clouds,-24.4167,150.5,Biloela Silo Motor Inn
569,Roberval,CA,42.17,light rain,48.5168,-72.2324,Hôtel Château Roberval
574,Manta,EC,78.58,broken clouds,-0.95,-80.7333,Balandra Hotel
575,Kuytun,RU,33.57,overcast clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
577,Nuuk,GL,32.61,sand,64.1835,-51.7216,Vandrehuset
579,Lisala,CD,77.38,overcast clouds,2.15,21.5167,Flat hôtel tozelaka
580,Vostochnyy,RU,47.5,few clouds,55.8167,37.8667,MarianHall
581,Seryshevo,RU,35.98,few clouds,51.0933,128.3786,Sel'skiy Dom Kul'tuty
582,Geraldton,AU,61.21,clear sky,-28.7667,114.6,Broadwater Mariner Resort
584,Parral,MX,66.63,clear sky,26.9333,-105.6667,HOTEL LOS ARCOS PARRAL
586,Llata,PE,67.77,scattered clouds,-9.4167,-76.7833,Hospedaje Familia Collazos Espinoza
587,Kushiro,JP,40.98,scattered clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
589,Havoysund,NO,34.03,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
590,Antofagasta,CL,61.88,few clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
591,Santa Elena,EC,74.75,overcast clouds,-2.2333,-80.85,HOTEL CISNE II
592,Datong,CN,41.34,broken clouds,40.0936,113.2914,Holiday Inn Datong City Centre
593,Balkhash,KZ,42.1,overcast clouds,46.844,74.9804,Family
594,Sungai Besar,MY,78.51,overcast clouds,3.6746,100.9867,NIDA Rooms Sabak Bernam Comfort
597,Kaseda,JP,62.06,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
603,Plettenberg Bay,ZA,62.47,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
605,Ambanja,MG,76.55,light rain,-13.6833,48.45,Hotel Salama and Fast Food
606,Hay River,CA,38.59,clear sky,60.8156,-115.7999,Ptarmigan Inn
607,Villazon,BO,70.41,clear sky,-22.0866,-65.5942,La Candelaria
608,Pingdu,CN,47.34,clear sky,36.7844,119.9464,Dongfang Hotel
609,Saint-Joseph,RE,75.58,broken clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
610,Zhezkazgan,KZ,37.81,overcast clouds,47.8043,67.7144,Hotel Zumrat
611,Kargasok,RU,34.52,broken clouds,59.0556,80.8572,Hotel Kargasok
612,Xuchang,CN,54.03,light rain,34.0167,113.8167,Super 8 Hotel
613,Pleshanovo,RU,51.03,broken clouds,52.8333,53.4833,Gostevoy Dom Magiya Uyuta
614,Bowen,AU,77.63,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
617,Bansdih,IN,73.71,clear sky,25.8833,84.2167,Shivam Fast Food Bansdih Badi Bazzar
618,Anjar,IN,78.31,clear sky,23.1333,70.0167,Manav Residency
620,Uray,RU,36.21,overcast clouds,60.1247,64.7758,Hotel Pioner
621,Nacala,MZ,74.05,scattered clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
622,Pacific Grove,US,59.2,mist,36.6177,-121.9166,Lovers Point Inn
624,Helong,CN,32.95,clear sky,42.5397,128.9972,Helong Hotel
625,Kijang,KR,53.56,few clouds,35.2442,129.2139,Samyang Beach Villa
627,Port Hedland,AU,75.25,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
628,Cam Ranh,VN,78.76,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
629,Abalak,RU,35.53,overcast clouds,58.1286,68.5944,Туристический комплекс Абалак
634,Zhanakorgan,KZ,42.44,overcast clouds,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
637,Kishanganj,IN,75.56,overcast clouds,26.1167,87.9333,HOTEL SILVERSTAR
638,Koumac,NC,70.88,clear sky,-20.5667,164.2833,Le Monitel
639,Mera,RO,60.26,overcast clouds,45.7667,26.95,Pensiunea Tara
640,Verkhnevilyuysk,RU,31.32,overcast clouds,63.4453,120.3167,Gostinitsa Mila
641,Gorele,TR,58.44,clear sky,41.0308,39.0031,Görele Öğretmenevi
642,Mayumba,GA,78.19,light rain,-3.432,10.6554,LIKWALE LODGE
645,Juneau,US,46.09,mist,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
646,Karwar,IN,79.43,broken clouds,14.8,74.1333,Netalco Connects
647,Kushmurun,KZ,43.97,overcast clouds,52.4503,64.6311,Gostinitsa Pri Depo
649,Imuris,MX,76.75,scattered clouds,30.7833,-110.8667,Hotel del Toro Hereford
652,Okato,NZ,51.42,light rain,-39.2,173.8833,Goodin Country Garden
653,Kaspiyskiy,RU,56.05,clear sky,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
654,Dhankuta,NP,61.21,broken clouds,26.9833,87.3333,Hotel Kanjirowa
655,Chimbote,PE,67.86,broken clouds,-9.0853,-78.5783,Hotel Viera Chimbote
658,Ipilan,PH,79.86,overcast clouds,8.8431,117.9033,Brookes Inn
659,Waipawa,NZ,44.02,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
662,Mauguio,FR,69.69,clear sky,43.6181,4.0074,Golf Spa Hotel Montpellier Massane
663,Melbu,NO,37.42,clear sky,68.5044,14.8297,Melbu Hotel
665,Strezhevoy,RU,31.98,overcast clouds,60.7333,77.5889,Sibiryachka
666,Lipin Bor,RU,43.3,overcast clouds,60.2622,37.9763,Priozor'ye
667,Platonovka,RU,53.31,scattered clouds,52.7106,41.952,Tranzit
669,Chicama,PE,61.34,broken clouds,-7.8447,-79.1469,Balihai Bungalows
671,George,ZA,62.6,broken clouds,-33.963,22.4617,Protea Hotel by Marriott George King George
672,Gunnedah,AU,60.42,clear sky,-30.9833,150.25,Gunnedah Motor Inn
673,Barranca,PE,67.12,broken clouds,-10.75,-77.7667,El Olivar Hospedaje
674,Piatra Neamt,RO,60.57,overcast clouds,46.9167,26.3333,Central Plaza Hotel
676,Korla,CN,59.31,overcast clouds,41.7597,86.1469,Gulisitan Hotel
679,Karaton,ID,78.96,overcast clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
680,Lima,PE,66.13,scattered clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
