City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
162,Tuktoyaktuk,CA,2021-10-19 20:47:35,69.4541,-133.0374,19.4,100,40,10.36
163,Yulara,AU,2021-10-19 20:47:35,-25.2406,130.9889,71.44,26,5,0.0
164,Marsa Matruh,EG,2021-10-19 20:47:36,31.3525,27.2453,71.8,68,40,8.05
165,Vila Velha,BR,2021-10-19 20:45:28,-20.3297,-40.2925,73.35,94,90,5.75
166,Ahuimanu,US,2021-10-19 20:47:36,21.4447,-157.8378,82.11,57,1,9.22
167,High Level,CA,2021-10-19 20:47:36,58.5169,-117.136,37.51,75,75,10.36
168,Saraland,US,2021-10-19 20:47:37,30.8207,-88.0706,82.56,68,19,3.29
169,Evensk,RU,2021-10-19 20:47:37,61.95,159.2333,10.76,75,100,8.43
170,Belen,TR,2021-10-19 20:47:37,36.4891,36.2233,60.94,64,20,11.5
171,Hudson Bay,CA,2021-10-19 20:47:38,52.85,-102.3842,43.92,39,6,6.11
172,Kenai,US,2021-10-19 20:47:38,60.5544,-151.2583,41.14,80,1,16.11
173,Lagos,NG,2021-10-19 20:45:34,6.5833,3.75,76.8,90,98,4.41
174,Hamilton,US,2021-10-19 20:47:39,39.1834,-84.5333,72.77,48,1,1.01
175,Clyde River,CA,2021-10-19 20:43:23,70.4692,-68.5914,37.63,75,75,16.11
176,Pangnirtung,CA,2021-10-19 20:47:39,66.1451,-65.7125,32.0,93,90,2.3
177,Artesia,US,2021-10-19 20:47:39,33.8658,-118.0831,77.72,55,1,5.01
178,San Rafael Abajo,CR,2021-10-19 20:47:40,9.831,-84.2901,79.43,89,100,3.47
179,Tarbagatay,RU,2021-10-19 20:47:40,51.4803,107.3602,18.93,86,11,3.33
180,Buraydah,SA,2021-10-19 20:47:40,26.326,43.975,81.05,17,0,4.97
181,Naumburg,DE,2021-10-19 20:47:41,51.15,11.8167,59.05,76,100,12.06
182,Lubao,PH,2021-10-19 20:47:41,14.9167,120.55,80.15,87,29,4.07
183,Prainha,BR,2021-10-19 20:47:41,-1.8,-53.48,82.89,68,74,4.07
184,Kavieng,PG,2021-10-19 20:47:42,-2.5744,150.7967,83.03,75,83,9.95
185,Bethel,US,2021-10-19 20:47:42,41.3712,-73.414,66.69,52,1,1.99
186,Port Elizabeth,ZA,2021-10-19 20:47:42,-33.918,25.5701,62.1,79,0,12.19
187,Gusino,RU,2021-10-19 20:47:43,54.7244,31.368,30.43,75,59,4.7
188,Caravelas,BR,2021-10-19 20:47:43,-17.7125,-39.2481,76.6,82,22,8.88
189,Poum,NC,2021-10-19 20:47:43,-20.2333,164.0167,76.03,81,100,9.42
190,Pisco,PE,2021-10-19 20:47:44,-13.7,-76.2167,66.25,72,0,8.05
191,Tenenkou,ML,2021-10-19 20:47:44,14.4572,-4.9169,83.19,54,79,4.76
192,Abyek,IR,2021-10-19 20:47:44,36.0667,50.55,47.86,49,12,3.15
193,Dwarka,IN,2021-10-19 20:47:45,22.2394,68.9678,80.01,61,4,8.93
194,Solntsevo,RU,2021-10-19 20:47:45,51.4185,36.7499,37.74,65,100,9.89
195,Carnarvon,AU,2021-10-19 20:47:46,-24.8667,113.6333,62.67,72,0,6.91
196,Obera,AR,2021-10-19 20:47:46,-27.4871,-55.1199,68.31,55,0,5.44
197,Nuevo Progreso,MX,2021-10-19 20:47:46,23.1667,-97.95,87.6,51,1,4.0
198,Saint-Philippe,RE,2021-10-19 20:47:47,-21.3585,55.7679,72.99,75,17,7.25
199,Hovd,MN,2021-10-19 20:47:47,48.0056,91.6419,32.47,57,0,0.65
200,Chicama,PE,2021-10-19 20:47:48,-7.8447,-79.1469,59.54,63,59,9.89
201,Petropavlovsk-Kamchatskiy,RU,2021-10-19 20:43:08,53.0452,158.6483,27.19,100,90,4.47
202,Severodvinsk,RU,2021-10-19 20:47:48,64.5635,39.8302,32.11,67,80,13.98
203,Ibanda,TZ,2021-10-19 20:47:49,-2.7974,32.4746,71.04,82,100,2.01
204,Nanortalik,GL,2021-10-19 20:47:49,60.1432,-45.2371,38.55,57,0,2.33
205,Pevek,RU,2021-10-19 20:47:49,69.7008,170.3133,15.31,92,100,15.26
206,Manacapuru,BR,2021-10-19 20:44:39,-3.2997,-60.6206,79.38,56,39,2.19
207,Cherskiy,RU,2021-10-19 20:47:50,68.75,161.3,-13.0,100,100,2.39
208,Kavaratti,IN,2021-10-19 20:47:50,10.5669,72.642,81.7,75,100,8.32
209,Talnakh,RU,2021-10-19 20:47:50,69.4865,88.3972,29.64,97,100,7.63
210,Ustye,RU,2021-10-19 20:47:51,59.6304,39.736,33.98,85,98,8.5
211,Zhigansk,RU,2021-10-19 20:47:51,66.7697,123.3711,30.92,98,100,11.54
212,San Quintin,MX,2021-10-19 20:47:52,30.4833,-115.95,66.11,55,0,14.76
213,Belyy Yar,RU,2021-10-19 20:47:52,53.6039,91.3903,22.89,100,83,2.24
214,San Juan,AR,2021-10-19 20:47:52,-31.5375,-68.5364,85.44,9,0,4.21
215,Dandong,CN,2021-10-19 20:47:53,40.1292,124.3947,32.72,60,0,6.55
216,Qrendi,MT,2021-10-19 20:47:53,35.8347,14.4583,66.11,77,20,5.75
217,Kasempa,ZM,2021-10-19 20:47:53,-13.4584,25.8338,72.32,55,72,10.09
218,Zitose,MK,2021-10-19 20:47:54,41.4208,21.2906,41.67,82,11,2.08
219,Piste,MX,2021-10-19 20:47:54,20.7,-88.5833,88.59,51,100,7.9
220,Ola,RU,2021-10-19 20:47:54,59.5833,151.2833,12.4,55,0,7.58
221,Erdenet,MN,2021-10-19 20:47:55,49.0333,104.0833,29.43,60,0,3.31
222,Wanning,CN,2021-10-19 20:47:55,18.8003,110.3967,77.36,92,99,3.69
223,Bernalillo,US,2021-10-19 20:46:19,35.05,-106.6673,73.53,24,40,5.01
224,Viedma,AR,2021-10-19 20:47:56,-40.8135,-62.9967,76.69,27,7,12.48
225,Karwar,IN,2021-10-19 20:47:56,14.8,74.1333,75.6,84,71,6.69
226,Fevik,NO,2021-10-19 20:47:56,58.3794,8.6766,44.37,97,100,3.74
227,Batagay-Alyta,RU,2021-10-19 20:47:57,67.8006,130.4114,10.24,94,100,3.13
228,Tiksi,RU,2021-10-19 20:47:57,71.6872,128.8694,18.41,95,100,7.78
229,Havelock,US,2021-10-19 20:47:57,34.8791,-76.9013,75.97,44,1,1.99
230,Nizhniy Kuranakh,RU,2021-10-19 20:47:57,58.8353,125.4869,29.25,96,100,8.93
231,Palmer,US,2021-10-19 20:47:55,42.1584,-72.3287,65.75,39,75,1.01
232,Salalah,OM,2021-10-19 20:47:58,17.0151,54.0924,78.89,83,75,6.91
233,Hobyo,SO,2021-10-19 20:47:58,5.3505,48.5268,78.33,85,72,12.77
234,Ostrovnoy,RU,2021-10-19 20:47:59,68.0531,39.5131,35.31,62,100,19.6
235,Sao Filipe,CV,2021-10-19 20:47:59,14.8961,-24.4956,80.42,71,1,2.26
236,Bud,US,2021-10-19 20:47:59,39.447,-86.1758,69.89,52,92,6.67
237,San Patricio,US,2021-10-19 20:48:00,28.017,-97.5169,87.89,59,100,14.05
