City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Chinhoyi,ZW,-17.3667,30.2,84.34,27,60,1.54,broken clouds
338,Cheremukhovo,RU,60.3484,59.9851,39.06,97,100,7.61,overcast clouds
339,Eyl,SO,7.9803,49.8164,79.38,78,33,10.27,scattered clouds
340,Vodnyy,RU,63.5046,53.4095,41.43,98,100,8.28,overcast clouds
341,Ewa Beach,US,21.3156,-158.0072,75.15,81,1,5.99,clear sky
342,Buraydah,SA,26.326,43.975,83.39,18,0,11.34,clear sky
343,Cervo,ES,43.6702,-7.4101,60.19,69,88,10.22,overcast clouds
344,Albion,US,42.2431,-84.753,50.18,64,40,0.0,scattered clouds
345,Nenjiang,CN,49.1833,125.2167,37.45,68,19,5.99,few clouds
346,Port Hardy,CA,50.6996,-127.4199,46.58,93,75,8.05,broken clouds
347,Talaya,RU,61.3833,152.75,-7.8,87,98,0.76,overcast clouds
348,Awjilah,LY,29.1081,21.2869,79.45,29,0,7.83,clear sky
349,Namibe,AO,-15.1961,12.1522,70.74,62,1,17.18,clear sky
350,Leninskoye,KZ,41.7589,69.3864,44.53,49,43,4.5,scattered clouds
351,Atar,MR,20.5169,-13.0499,94.32,10,20,12.59,few clouds
352,Songea,TZ,-10.6833,35.65,77.86,39,75,6.73,broken clouds
353,Constantine,DZ,36.365,6.6147,74.71,25,20,3.04,few clouds
354,Puqi,CN,29.7167,113.8833,54.57,75,70,3.11,light rain
355,Bermeo,ES,43.4209,-2.7215,61.14,68,88,10.27,overcast clouds
356,Banda Aceh,ID,5.5577,95.3222,78.39,87,100,7.99,overcast clouds
357,Carnarvon,AU,-24.8667,113.6333,68.07,83,0,16.11,clear sky
358,Sao Gabriel,BR,-30.3364,-54.32,75.36,48,0,6.6,clear sky
359,Araguacu,BR,-12.9306,-49.8264,90.32,49,78,3.83,moderate rain
360,Manaia,NZ,-39.55,174.1333,51.8,77,100,7.85,overcast clouds
361,Dongobesh,TZ,-4.0667,35.3833,65.95,51,94,2.93,overcast clouds
362,Jiwani,PK,25.05,61.7417,79.92,81,0,10.76,clear sky
363,Ailigandi,PA,9.2333,-78.0167,85.01,66,100,2.3,overcast clouds
364,Ilulissat,GL,69.2167,-51.1,21.22,73,75,3.44,broken clouds
365,Vangaindrano,MG,-23.35,47.6,70.57,73,82,4.83,broken clouds
366,Karema,TZ,-6.8205,30.4389,78.37,65,100,6.96,overcast clouds
367,San Patricio,US,28.017,-97.5169,82.87,66,87,4.63,overcast clouds
368,Baiyin,CN,36.5583,104.2081,46.18,73,4,4.83,clear sky
369,Birao,CF,10.2849,22.7882,84.51,46,100,2.48,overcast clouds
370,Valparaiso,CL,-33.0393,-71.6273,64.63,69,20,5.75,few clouds
371,Biak,ID,-0.9131,122.8766,77.09,81,97,0.65,overcast clouds
372,Oristano,IT,39.9,8.6,70.86,61,25,9.55,scattered clouds
373,Kropotkin,RU,45.4375,40.5756,57.83,61,0,8.19,clear sky
374,Ponta Do Sol,PT,32.6667,-17.1,74.12,69,90,5.5,overcast clouds
375,Chicomuselo,MX,15.7667,-92.2667,78.66,77,68,2.48,broken clouds
376,Carolina,PR,18.3808,-65.9574,89.49,62,20,16.11,haze
377,Shimoda,JP,34.6667,138.95,53.1,83,56,12.39,broken clouds
378,Sun Valley,US,39.5963,-119.776,60.24,50,90,8.99,overcast clouds
379,Awbari,LY,26.5921,12.7805,86.65,17,78,12.01,broken clouds
380,Olafsvik,IS,64.8945,-23.7142,41.45,94,100,22.82,moderate rain
381,Opuwo,NA,-18.0607,13.84,82.29,16,17,20.42,few clouds
382,Neyshabur,IR,36.2133,58.7958,51.82,31,0,5.68,clear sky
383,Esperance,AU,-33.8667,121.9,51.64,71,64,7.02,broken clouds
384,Gwadar,PK,25.1216,62.3254,80.02,78,0,11.21,clear sky
385,Palmer,US,42.1584,-72.3287,70.03,54,75,1.99,broken clouds
386,Jucurutu,BR,-6.0339,-37.0203,95.27,34,99,4.59,overcast clouds
387,Mareeba,AU,-17.0,145.4333,74.12,94,65,2.86,broken clouds
388,Callaway,US,30.153,-85.5699,83.98,74,40,4.0,scattered clouds
389,Booue,GA,-0.0921,11.9385,78.39,91,83,2.71,light rain
390,Lata,PT,40.1629,-8.3327,70.36,37,0,7.81,clear sky
391,Matara,LK,5.9485,80.5353,78.85,85,67,6.35,broken clouds
392,Lakatoro,VU,-16.0999,167.4164,77.58,88,28,4.16,scattered clouds
393,Sabang,ID,5.8933,95.3214,79.95,83,100,12.68,overcast clouds
394,Manono,CD,-7.3,27.4167,78.1,66,98,3.06,overcast clouds
395,Husavik,IS,66.0449,-17.3389,35.02,70,100,7.16,overcast clouds
396,Jalingo,NG,8.8833,11.3667,88.2,58,59,2.1,broken clouds
397,Fort Frances,CA,48.5999,-93.4003,39.16,74,90,1.99,overcast clouds
398,Cairns,AU,-16.9167,145.7667,78.75,88,40,1.14,scattered clouds
399,Kudahuvadhoo,MV,2.6708,72.8944,82.83,68,24,8.79,few clouds
400,Mehamn,NO,71.0357,27.8492,33.98,55,75,25.32,light rain
401,Rio Grande,BR,-32.035,-52.0986,73.94,65,5,7.7,clear sky
402,Port Lincoln,AU,-34.7333,135.8667,54.45,81,3,12.59,clear sky
403,Fortuna Foothills,US,32.6578,-114.4119,75.22,30,1,0.0,clear sky
404,Kununurra,AU,-15.7667,128.7333,80.58,89,2,3.44,clear sky
405,Belyy Yar,RU,53.6039,91.3903,40.89,65,100,6.71,overcast clouds
406,Lodja,CD,-3.4833,23.4333,79.05,68,92,1.25,overcast clouds
407,Tocopilla,CL,-22.092,-70.1979,66.09,65,8,9.26,clear sky
408,Khani,GE,41.9563,42.9566,47.77,69,0,4.32,clear sky
409,San Vicente,AR,-26.6167,-54.1333,82.76,28,0,4.72,clear sky
410,Vaitape,PF,-16.5167,-151.75,77.97,79,13,8.5,light rain
411,Palmetto,US,27.5214,-82.5723,87.21,57,20,1.01,few clouds
412,Manicore,BR,-5.8092,-61.3003,93.87,45,95,3.27,moderate rain
413,Mount Isa,AU,-20.7333,139.5,82.17,39,40,3.44,light rain
414,Brae,GB,60.3964,-1.353,44.51,60,88,17.18,overcast clouds
415,Nordhorn,DE,52.4333,7.0833,48.81,74,97,15.1,overcast clouds
416,Tirlyanskiy,RU,54.2109,58.5806,41.68,85,100,12.8,overcast clouds
417,Chifeng,CN,42.2683,118.9636,40.3,40,0,4.36,clear sky
418,Bad Waldsee,DE,47.9167,9.7667,49.71,73,71,4.9,broken clouds
419,Viedma,AR,-40.8135,-62.9967,64.99,27,36,12.3,scattered clouds
420,Upernavik,GL,72.7868,-56.1549,17.13,92,99,11.16,overcast clouds
421,Tutoia,BR,-2.7619,-42.2744,91.38,65,100,11.86,overcast clouds
422,Smoky Lake,CA,54.1169,-112.4686,34.48,56,74,15.39,broken clouds
423,Chumikan,RU,54.7183,135.315,37.78,70,100,23.51,overcast clouds
424,Murgab,TM,37.4966,61.9714,48.07,57,3,6.91,clear sky
425,Fukue,JP,32.6881,128.8419,63.63,61,60,26.22,broken clouds
426,Sisophon,KH,13.5859,102.9737,76.62,93,94,4.47,overcast clouds
427,Pitea,SE,65.3172,21.4794,32.09,94,100,18.01,light snow
428,Hofn,IS,64.2539,-15.2082,37.31,87,100,6.93,overcast clouds
429,Pospelikha,RU,51.95,81.7667,39.09,55,38,13.91,scattered clouds
430,Toktogul,KG,41.8708,72.9402,39.67,76,91,0.78,overcast clouds
431,Pineville,US,31.3224,-92.4343,76.98,51,1,5.75,clear sky
432,Nanzhang,CN,31.7765,111.8386,54.97,65,100,2.59,overcast clouds
433,Silvania,BR,-16.6589,-48.6081,85.96,31,17,4.74,few clouds
434,Bubaque,GW,11.2833,-15.8333,83.5,72,12,7.2,few clouds
435,Ballina,AU,-28.8667,153.5667,66.94,98,24,7.11,few clouds
436,Cayenne,GF,4.9333,-52.3333,89.64,79,40,4.0,scattered clouds
437,San Fernando,PH,15.0286,120.6898,82.15,85,40,2.3,scattered clouds
438,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.02,79,77,10.02,broken clouds
439,Steamboat Springs,US,40.485,-106.8317,53.1,59,1,0.0,clear sky
440,Fortuna,US,40.5982,-124.1573,55.92,76,40,5.99,scattered clouds
441,Kamina,CD,-8.7386,24.9906,73.29,72,96,4.9,overcast clouds
442,Amapa,BR,1.0,-52.0,94.21,38,98,3.87,overcast clouds
443,Kem,RU,64.9555,34.5793,34.48,97,100,24.14,light rain
444,Kawalu,ID,-7.3817,108.2082,72.46,98,100,1.07,overcast clouds
445,Nove Zamky,SK,47.9854,18.1619,57.31,74,100,9.55,overcast clouds
446,Catia La Mar,VE,10.6038,-67.0303,89.49,68,70,10.58,broken clouds
447,Malino,PH,15.1257,120.6727,81.86,85,34,0.81,scattered clouds
448,Dongsheng,CN,39.8161,109.9776,40.06,39,87,7.99,overcast clouds
449,Nyurba,RU,63.2842,118.3319,32.41,96,100,6.89,overcast clouds
450,Otradnoye,RU,59.7775,30.8181,49.03,64,100,19.15,light rain
451,Alakurtti,RU,66.9672,30.3491,29.62,78,100,15.28,overcast clouds
452,Serenje,ZM,-13.2325,30.2352,80.19,27,18,8.93,few clouds
453,Fairbanks,US,64.8378,-147.7164,26.6,88,100,3.22,overcast clouds
454,Talgar,KZ,43.3027,77.2395,33.96,93,90,0.0,light intensity shower rain
455,Verkhoyansk,RU,67.5447,133.385,6.64,98,96,2.3,overcast clouds
456,Mujiayingzi,CN,42.1167,118.7833,39.27,43,0,5.23,clear sky
457,Cooma,AU,-36.2333,149.1333,46.17,100,4,0.0,clear sky
458,Ambulu,ID,-8.345,113.6058,78.4,87,99,2.82,overcast clouds
459,Ayan,RU,56.45,138.1667,39.02,71,100,9.33,overcast clouds
460,Yabelo,ET,4.8833,38.0833,66.42,58,79,12.39,broken clouds
461,Istok,XK,42.7808,20.4875,65.32,78,100,0.74,overcast clouds
462,Nizhnyaya Tavda,RU,57.6731,66.1725,38.73,96,100,11.39,overcast clouds
463,Mabaruma,GY,8.2,-59.7833,78.89,94,99,5.17,light rain
464,Mangan,IN,27.5167,88.5333,68.97,98,97,2.21,overcast clouds
465,Gat,IL,31.61,34.7642,74.8,9,19,12.1,few clouds
466,Trairi,BR,-3.2778,-39.2689,89.94,52,98,14.27,overcast clouds
467,Yar-Sale,RU,66.8333,70.8333,27.81,93,100,7.14,overcast clouds
468,Margate,GB,51.3813,1.3862,56.03,67,100,1.99,overcast clouds
469,Araouane,ML,18.9048,-3.5265,93.22,14,2,3.94,clear sky
470,Stanita,RO,47.0167,27.1,63.84,44,99,7.92,overcast clouds
471,Aksu,CN,41.1231,80.2644,55.42,44,100,7.65,overcast clouds
472,Te Anau,NZ,-45.4167,167.7167,45.09,94,100,0.87,overcast clouds
473,Okhotsk,RU,59.3833,143.3,19.6,92,100,12.21,overcast clouds
474,Jacmel,HT,18.2342,-72.5347,87.64,65,74,7.74,broken clouds
475,Mangrol,IN,21.1167,70.1167,79.02,65,2,8.9,clear sky
476,Vanimo,PG,-2.6741,141.3028,76.69,86,100,3.29,overcast clouds
477,Keti Bandar,PK,24.1447,67.4497,81.0,69,79,18.07,broken clouds
478,Estreito,BR,-5.7833,-43.25,92.59,45,62,2.53,broken clouds
479,Bathsheba,BB,13.2167,-59.5167,86.61,66,40,24.16,scattered clouds
480,Ejido,VE,8.5514,-71.2375,80.22,64,37,5.59,scattered clouds
481,Yacuiba,BO,-22.038,-63.6797,93.97,43,0,11.5,clear sky
482,Necochea,AR,-38.5473,-58.7368,57.04,76,100,5.99,light rain
483,Mersing,MY,2.4312,103.8405,78.51,86,96,2.51,overcast clouds
484,Langarud,IR,37.197,50.1535,59.05,73,1,9.13,clear sky
485,Hirara,JP,24.8,125.2833,75.27,64,100,27.54,overcast clouds
486,Michigan City,US,41.7075,-86.895,50.41,82,90,3.44,overcast clouds
487,Podporozhye,RU,60.9112,34.1706,40.05,92,100,16.87,moderate rain
488,San Remo,IT,43.8182,7.7612,68.99,80,25,1.99,scattered clouds
489,Tazovskiy,RU,67.4667,78.7,23.38,95,98,8.21,overcast clouds
490,Jumla,NP,29.2747,82.1838,52.95,89,70,2.28,broken clouds
491,Kanniyakumari,IN,8.0833,77.5667,81.66,81,89,7.2,overcast clouds
492,Sola,VU,-13.8833,167.55,80.13,78,87,6.26,overcast clouds
493,Coahuayana,MX,18.7333,-103.6833,87.28,68,100,0.4,overcast clouds
494,Millinocket,US,45.6573,-68.7098,61.41,94,90,0.0,overcast clouds
495,Faanui,PF,-16.4833,-151.75,78.01,79,12,8.81,light rain
496,Skibbereen,IE,51.55,-9.2667,53.4,76,100,10.96,overcast clouds
497,Constitucion,CL,-35.3333,-72.4167,57.83,55,0,16.44,clear sky
498,Male,MV,4.1748,73.5089,82.24,72,43,10.18,scattered clouds
499,Marchena,ES,37.329,-5.4168,76.64,41,0,2.64,clear sky
500,Mikhaylovka,RU,50.06,43.2379,56.59,61,6,10.25,clear sky
501,Les Cayes,HT,18.2,-73.75,84.9,71,66,14.32,broken clouds
502,Bereda,ES,43.2686,-7.5406,60.01,81,40,6.13,scattered clouds
503,Kontagora,NG,10.3999,5.4695,88.23,53,90,5.1,overcast clouds
504,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,62,8,5.82,clear sky
505,Barcelona,ES,41.3888,2.159,70.52,73,20,1.01,few clouds
506,Japura,ID,-0.3167,102.35,75.0,96,85,0.72,overcast clouds
507,Nizhniy Kuranakh,RU,58.8353,125.4869,35.55,88,100,8.21,overcast clouds
508,Dalby,AU,-27.1833,151.2667,63.99,91,0,5.32,clear sky
509,Moose Factory,CA,51.2585,-80.6094,33.55,96,100,7.92,overcast clouds
510,Marawi,PH,7.9986,124.2928,68.65,95,99,0.89,light rain
511,Eirunepe,BR,-6.6603,-69.8736,94.12,43,93,4.21,light rain
512,Monrovia,LR,6.3005,-10.7969,82.17,82,94,10.96,light rain
513,Moron,AR,-34.6534,-58.6198,80.94,53,76,3.69,broken clouds
514,Coquimbo,CL,-29.9533,-71.3436,60.53,67,20,12.66,few clouds
515,Sunrise,US,26.1577,-80.2861,83.05,86,75,7.0,thunderstorm
516,Kamenka,RU,51.3223,42.7678,56.5,64,67,14.07,broken clouds
517,Toora-Khem,RU,52.4675,96.11,31.19,53,14,1.99,few clouds
518,Puerto Del Rosario,ES,28.5004,-13.8627,76.68,69,40,16.11,scattered clouds
519,Kupino,RU,54.3663,77.2981,39.2,50,97,18.92,overcast clouds
520,Bridgetown,BB,13.1,-59.6167,83.41,70,30,22.86,scattered clouds
521,Sobolevo,RU,54.4299,31.8996,44.78,67,56,15.99,broken clouds
522,Saint-Augustin,CA,51.226,-58.6502,46.76,45,49,5.99,scattered clouds
523,Litomysl,CZ,49.8681,16.313,50.5,53,6,18.07,clear sky
524,Nacogdoches,US,31.6002,-94.6335,76.05,41,20,8.05,few clouds
525,Primorsk,UA,46.7348,36.3443,56.07,80,46,10.09,scattered clouds
526,Trinidad,BO,-14.8333,-64.9,102.88,27,52,9.86,broken clouds
527,Ilek,RU,51.5271,53.3831,53.55,49,59,18.19,broken clouds
528,Teya,RU,60.3778,92.6267,41.79,75,100,14.0,overcast clouds
529,Dalvik,IS,65.9702,-18.5286,38.91,80,100,3.22,overcast clouds
530,Broome,US,42.2506,-75.833,53.46,73,90,1.99,overcast clouds
531,Toba,JP,34.4833,136.85,59.0,70,14,16.71,few clouds
532,Tuyen Quang,VN,21.8233,105.2181,64.08,75,100,1.99,overcast clouds
533,Pafos,CY,34.7667,32.4167,75.11,60,20,11.5,few clouds
534,Deep River,CA,46.1001,-77.4995,38.43,60,40,7.94,scattered clouds
535,Khandyga,RU,62.6667,135.6,11.03,99,98,2.57,overcast clouds
536,Axim,GH,4.8699,-2.2405,81.36,74,93,10.09,overcast clouds
537,Mestia,GE,43.0458,42.7278,43.81,64,0,4.21,clear sky
538,Zhigansk,RU,66.7697,123.3711,10.04,99,99,2.08,overcast clouds
539,Anchorage,US,61.2181,-149.9003,39.65,91,90,1.01,overcast clouds
540,Port Macquarie,AU,-31.4333,152.9167,60.89,100,75,0.0,broken clouds
541,Alyangula,AU,-13.8483,136.4192,82.74,75,67,13.67,broken clouds
542,Nioro,GM,13.35,-15.75,95.4,24,40,6.8,scattered clouds
543,Krasnoshchekovo,RU,51.6708,82.7289,37.4,72,70,10.78,broken clouds
544,Riachao Do Jacuipe,BR,-11.8069,-39.3856,84.65,57,100,8.1,overcast clouds
545,Halifax,CA,44.6453,-63.5724,71.42,87,100,5.99,overcast clouds
546,Pedasi,PA,7.5333,-80.0333,83.07,73,88,4.72,overcast clouds
547,Umm Kaddadah,SD,13.6017,26.6876,91.8,16,15,12.17,few clouds
548,Nampula,MZ,-15.1165,39.2666,78.28,45,70,14.2,broken clouds
549,Omboue,GA,-1.5746,9.2618,78.39,82,95,9.91,overcast clouds
550,Stornoway,GB,58.2093,-6.3865,48.16,76,75,6.91,broken clouds
551,Kapit,MY,2.0167,112.9333,73.15,100,100,1.52,overcast clouds
552,Komsomolskiy,UZ,40.4272,71.7189,45.82,50,99,4.76,overcast clouds
553,Aasiaat,GL,68.7098,-52.8699,12.06,87,58,5.53,broken clouds
554,Jacksonville,US,30.3322,-81.6556,85.05,66,40,3.0,scattered clouds
555,Padang,ID,-0.9492,100.3543,78.48,87,100,4.14,overcast clouds
556,Nadym,RU,65.5333,72.5167,29.25,97,100,4.41,overcast clouds
557,Inirida,CO,3.8653,-67.9239,85.55,62,98,0.72,overcast clouds
558,Crotone,IT,39.0851,17.1178,65.93,85,59,13.33,broken clouds
559,Isangel,VU,-19.55,169.2667,75.76,85,67,2.57,broken clouds
560,Rioblanco,CO,3.5308,-75.6806,71.96,68,99,3.89,overcast clouds
561,Fare,PF,-16.7,-151.0167,78.93,77,14,11.77,light rain
562,Jarocin,PL,51.9727,17.5026,51.76,58,100,26.89,overcast clouds
563,Vilyuysk,RU,63.7553,121.6247,27.86,99,100,2.89,overcast clouds
564,Bourail,NC,-21.5667,165.4833,70.56,89,70,4.14,broken clouds
565,Nantucket,US,41.2835,-70.0995,71.74,81,75,16.11,broken clouds
566,Biloela,AU,-24.4167,150.5,68.41,95,17,4.92,few clouds
567,Kochi,IN,9.9399,76.2602,80.58,82,100,3.02,overcast clouds
568,Farah,AF,32.5,62.5,54.93,30,0,6.53,clear sky
569,Roberval,CA,48.5168,-72.2324,42.17,83,100,15.23,light rain
570,Vysokogornyy,RU,50.1167,139.15,17.15,99,91,2.59,overcast clouds
571,Koutiala,ML,12.3917,-5.4642,92.89,37,100,4.61,overcast clouds
572,Anadyr,RU,64.75,177.4833,11.34,93,100,10.78,overcast clouds
573,Kysyl-Syr,RU,63.8986,122.7617,23.72,98,100,1.59,overcast clouds
574,Manta,EC,-0.95,-80.7333,78.58,78,75,6.91,broken clouds
575,Kuytun,RU,54.3419,101.5036,33.57,79,88,4.59,overcast clouds
576,Kulhudhuffushi,MV,6.6221,73.07,82.04,75,51,6.62,broken clouds
577,Nuuk,GL,64.1835,-51.7216,32.61,55,1,32.21,sand
578,Boyuibe,BO,-20.4167,-63.2833,94.91,25,29,8.01,scattered clouds
579,Lisala,CD,2.15,21.5167,77.38,81,87,3.29,overcast clouds
580,Vostochnyy,RU,55.8167,37.8667,47.5,63,12,15.32,few clouds
581,Seryshevo,RU,51.0933,128.3786,35.98,79,20,5.48,few clouds
582,Geraldton,AU,-28.7667,114.6,61.21,77,0,13.8,clear sky
583,Tatawin,TN,32.9297,10.4518,83.39,27,56,9.42,broken clouds
584,Parral,MX,26.9333,-105.6667,66.63,56,0,5.17,clear sky
585,Vanavara,RU,60.34,102.2797,33.75,86,94,5.68,overcast clouds
586,Llata,PE,-9.4167,-76.7833,67.77,42,38,8.63,scattered clouds
587,Kushiro,JP,42.975,144.3747,40.98,92,40,5.1,scattered clouds
588,Acarau,BR,-2.8856,-40.12,88.32,58,83,17.67,broken clouds
589,Havoysund,NO,70.9963,24.6622,34.03,61,100,17.31,light snow
590,Antofagasta,CL,-23.65,-70.4,61.88,66,24,9.37,few clouds
591,Santa Elena,EC,-2.2333,-80.85,74.75,78,90,6.91,overcast clouds
592,Datong,CN,40.0936,113.2914,41.34,34,69,3.24,broken clouds
593,Balkhash,KZ,46.844,74.9804,42.1,40,95,14.63,overcast clouds
594,Sungai Besar,MY,3.6746,100.9867,78.51,86,100,3.44,overcast clouds
595,Estelle,US,29.8458,-90.1067,83.05,73,75,5.75,broken clouds
596,Kabo,CF,7.6994,18.629,79.65,76,32,2.39,light rain
597,Kaseda,JP,31.4167,130.3167,62.06,56,91,16.93,overcast clouds
598,Yangambi,CD,0.8102,24.4336,71.83,88,96,0.78,overcast clouds
599,Were Ilu,ET,10.6,39.4333,50.61,62,32,6.98,scattered clouds
600,Pangnirtung,CA,66.1451,-65.7125,26.58,76,42,2.1,scattered clouds
601,Utinga,BR,-5.8172,-35.3954,88.65,62,40,17.27,scattered clouds
602,Libreville,GA,0.3925,9.4537,82.42,78,40,12.66,scattered clouds
603,Plettenberg Bay,ZA,-34.0527,23.3716,62.47,83,93,3.24,overcast clouds
604,Ellenabad,IN,29.45,74.65,80.8,31,0,9.13,clear sky
605,Ambanja,MG,-13.6833,48.45,76.55,84,40,1.57,light rain
606,Hay River,CA,60.8156,-115.7999,38.59,59,0,15.08,clear sky
607,Villazon,BO,-22.0866,-65.5942,70.41,5,1,9.57,clear sky
608,Pingdu,CN,36.7844,119.9464,47.34,64,2,2.82,clear sky
609,Saint-Joseph,RE,-21.3667,55.6167,75.58,82,75,2.57,broken clouds
610,Zhezkazgan,KZ,47.8043,67.7144,37.81,95,100,19.46,overcast clouds
611,Kargasok,RU,59.0556,80.8572,34.52,70,84,16.8,broken clouds
612,Xuchang,CN,34.0167,113.8167,54.03,51,100,4.99,light rain
613,Pleshanovo,RU,52.8333,53.4833,51.03,63,82,18.05,broken clouds
614,Bowen,AU,-20.0167,148.2333,77.63,81,86,9.57,overcast clouds
615,Chimore,BO,-16.9833,-65.1333,101.93,26,32,6.6,scattered clouds
616,Cozumel,MX,20.5083,-86.9458,86.11,86,75,1.99,broken clouds
617,Bansdih,IN,25.8833,84.2167,73.71,58,0,3.04,clear sky
618,Anjar,IN,23.1333,70.0167,78.31,62,1,12.71,clear sky
619,Berdigestyakh,RU,62.0989,126.6992,28.62,96,100,5.64,overcast clouds
620,Uray,RU,60.1247,64.7758,36.21,95,100,9.91,overcast clouds
621,Nacala,MZ,-14.5428,40.6728,74.05,71,36,7.74,scattered clouds
622,Pacific Grove,US,36.6177,-121.9166,59.2,93,90,1.01,mist
623,College,US,64.8569,-147.8028,26.58,86,75,0.0,broken clouds
624,Helong,CN,42.5397,128.9972,32.95,75,0,5.59,clear sky
625,Kijang,KR,35.2442,129.2139,53.56,75,12,7.96,few clouds
626,Anloga,GH,5.7947,0.8973,82.33,76,93,15.39,light rain
627,Port Hedland,AU,-20.3167,118.5667,75.25,53,39,5.75,scattered clouds
628,Cam Ranh,VN,11.9214,109.1591,78.76,89,20,2.3,few clouds
629,Abalak,RU,58.1286,68.5944,35.53,96,100,9.75,overcast clouds
630,The Valley,AI,18.217,-63.0578,87.66,58,20,17.27,few clouds
631,Tucurui,BR,-3.7661,-49.6725,89.82,51,98,3.85,light rain
632,Djougou,BJ,9.7085,1.666,87.51,50,49,7.43,scattered clouds
633,Freetown,SL,8.484,-13.2299,81.99,73,98,11.61,light rain
634,Zhanakorgan,KZ,43.9098,67.2495,42.44,41,86,5.7,overcast clouds
635,Angoram,PG,-4.0625,144.0661,72.46,98,91,0.78,overcast clouds
636,Kedrovyy,RU,56.1667,91.8167,46.81,76,100,12.41,overcast clouds
637,Kishanganj,IN,26.1167,87.9333,75.56,74,91,5.77,overcast clouds
638,Koumac,NC,-20.5667,164.2833,70.88,85,2,3.78,clear sky
639,Mera,RO,45.7667,26.95,60.26,63,95,1.81,overcast clouds
640,Verkhnevilyuysk,RU,63.4453,120.3167,31.32,97,100,4.79,overcast clouds
641,Gorele,TR,41.0308,39.0031,58.44,65,0,4.0,clear sky
642,Mayumba,GA,-3.432,10.6554,78.19,85,93,9.69,light rain
643,Udachnyy,RU,66.4167,112.4,26.78,89,98,13.49,overcast clouds
644,Qasigiannguit,GL,68.8193,-51.1922,21.45,80,0,2.42,clear sky
645,Juneau,US,58.3019,-134.4197,46.09,95,90,9.22,mist
646,Karwar,IN,14.8,74.1333,79.43,81,57,5.28,broken clouds
647,Kushmurun,KZ,52.4503,64.6311,43.97,87,100,19.06,overcast clouds
648,Bataipora,BR,-22.2953,-53.2711,87.15,33,0,4.41,clear sky
649,Imuris,MX,30.7833,-110.8667,76.75,24,26,1.88,scattered clouds
650,Praya,CV,14.9215,-23.5087,83.84,58,1,12.95,clear sky
651,Ondjiva,AO,-17.0667,15.7333,92.32,13,3,6.17,clear sky
652,Okato,NZ,-39.2,173.8833,51.42,80,100,11.05,light rain
653,Kaspiyskiy,RU,45.3929,47.3707,56.05,73,7,7.47,clear sky
654,Dhankuta,NP,26.9833,87.3333,61.21,91,69,1.66,broken clouds
655,Chimbote,PE,-9.0853,-78.5783,67.86,76,84,8.99,broken clouds
656,Sangar,RU,63.9242,127.4739,15.49,97,100,6.87,overcast clouds
657,Yemtsa,RU,63.0734,40.3329,39.9,85,91,9.66,overcast clouds
658,Ipilan,PH,8.8431,117.9033,79.86,82,100,3.18,overcast clouds
659,Waipawa,NZ,-41.4122,175.5153,44.02,91,96,5.97,overcast clouds
660,Takoradi,GH,4.8845,-1.7554,81.37,78,93,11.45,light rain
661,Gao,ML,16.6362,1.637,100.9,12,10,7.0,clear sky
662,Mauguio,FR,43.6181,4.0074,69.69,43,0,12.66,clear sky
663,Melbu,NO,68.5044,14.8297,37.42,55,0,13.8,clear sky
664,Gumdag,TM,39.2061,54.5906,57.15,25,0,15.12,clear sky
665,Strezhevoy,RU,60.7333,77.5889,31.98,70,100,14.18,overcast clouds
666,Lipin Bor,RU,60.2622,37.9763,43.3,71,97,19.53,overcast clouds
667,Platonovka,RU,52.7106,41.952,53.31,65,45,13.24,scattered clouds
668,Baherden,TM,38.4362,57.4316,55.35,36,0,10.87,clear sky
669,Chicama,PE,-7.8447,-79.1469,61.34,66,77,8.88,broken clouds
670,San Policarpo,PH,12.1791,125.5072,80.13,83,100,10.63,overcast clouds
671,George,ZA,-33.963,22.4617,62.6,74,74,2.95,broken clouds
672,Gunnedah,AU,-30.9833,150.25,60.42,76,0,4.0,clear sky
673,Barranca,PE,-10.75,-77.7667,67.12,72,76,11.14,broken clouds
674,Piatra Neamt,RO,46.9167,26.3333,60.57,100,100,9.48,overcast clouds
675,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.78,68,100,4.65,light rain
676,Korla,CN,41.7597,86.1469,59.31,23,94,17.36,overcast clouds
677,Leo,BF,11.1,-2.1,93.43,35,87,6.78,overcast clouds
678,Boa Vista,BR,2.8197,-60.6733,82.38,69,90,4.61,overcast clouds
679,Karaton,ID,-6.3424,106.1045,78.96,90,97,1.43,overcast clouds
680,Lima,PE,-12.0432,-77.0282,66.13,77,40,6.91,scattered clouds
681,Sur,OM,22.5667,59.5289,82.58,69,1,1.92,clear sky
682,Sampang,ID,-7.1872,113.2394,82.35,76,100,2.57,overcast clouds
